id,name,description
3758,Oracle Database 19.7.0 Enterprise Edition on Oracle Linux 8.3,AWS Marketplace
3759,Oracle Database 19.8.0 Enterprise Edition on Oracle Linux 8.3,AWS Marketplace
3760,Oracle Database 19c Enterprise Edition on Oracle Linux 8.3,AWS Marketplace
3761,Oracle Database Backup Service,"Online Backup, Database Backup"
3762,Oracle Database Cloud Service,"Database as a Service (DBaaS), Key Value Databases, Document Databases, Object-Oriented Databases"
3763,Oracle Database Express Edition (XE),Relational Databases
3764,Oracle E-Business Suite,"Discrete ERP, ERP Systems, Rebate Management"
3765,Oracle Enterprise Data Management Cloud,Master Data Management (MDM)
3766,Oracle Enterprise Management,"Big Data Processing and Distribution, Hybrid Cloud Storage Solutions"
3767,Oracle Enterprise Manager,"Database Management Systems (DBMS), Database Monitoring, Data Governance"
3768,Oracle Exadata Cloud Service,Data Warehouse
3769,Oracle GoldenGate,"On-Premise Data Integration, Data Replication"
3770,Oracle Hospitality OPERA Property Management System,Hotel Management
3771,Oracle IT Analytics Cloud Service,Application Portfolio Management
3772,Oracle Infinity,"Digital Analytics, Personalization Engines"
3773,Oracle IoT Production Monitoring Cloud,Digital Twin
3774,Oracle JD Edwards EnterpriseOne,"ERP Systems, Accounting, Mixed Mode ERP, Discrete ERP, ETO ERP"
3775,Oracle Logging Analytics,Log Analysis
3776,Oracle MDM,Master Data Management (MDM)
3777,Oracle Maxymiser,Personalization Engines
3778,Oracle MySQL Cloud Service,Database as a Service (DBaaS)
3779,Oracle PeopleSoft,"Applicant Tracking Systems (ATS), ERP Systems, Benefits Administration, Corporate Learning Management Systems, Core HR, Workforce Management, Payroll, Accounting, Performance Management, Human Resource Management Systems, Multi-Country Payroll"
3780,Oracle Profitability and Cost Management Cloud,"Financial Analysis, Corporate Performance Management (CPM)"
3781,Oracle Retail Planning and Optimization,"Retail Assortment Planning, Retail Space Planning"
3782,Oracle Retail Xstore Point-of-Service,Retail POS
3783,Oracle Risk Management Cloud,"IT Risk Management, Regulatory Change Management, Business Continuity Management"
3784,Oracle Siebel,CRM
3785,Oracle Social Cloud,"Social Media Listening Tools, Social Media Analytics, Social Media Management, Social Media Suites"
3786,Oracle Spatial,GIS
3787,Oracle Tuxedo,Application Server
3788,Oracle Unity Customer Data Platform,Customer Data Platform (CDP)
3789,Oracle Virtualization,Data Virtualization
3790,Oracle Warehouse Builder,"On-Premise Data Integration, ETL Tools"
3791,Orange,Statistical Analysis
3792,Orbis,Competitive Intelligence
3793,Orcablue,Analytics Platforms
3794,Orderful,Electronic Data Interchange (EDI)
3795,Org Chart by Time is Ltd.,Org Chart
3796,OrgaNice App,Productivity Bots
3797,Orgnostic,HR Analytics
3798,OrientDB,"Document Databases, Graph Databases, Key Value Databases"
3799,OriginPro,"Statistical Analysis, Data Visualization, Spreadsheets"
3800,Ortto,"Marketing Platforms, Pop-Up Builder, Customer Journey Mapping, Email Template Builder, Personalization, Online Form Builder, Customer Data Platform (CDP), E-Commerce Data Integration, Marketing Analytics, Lead Scoring, Lead Capture, Mobile Marketing, Marketing Automation"
3801,Orum,"Auto Dialer, Outbound Call Tracking, Virtual Workspaces"
3802,Osano,"Vendor Security and Privacy Assessment, Sensitive Data Discovery, Consent Management Platform (CMP), Cookie Tracking, Data Subject Access Request (DSAR), Data Privacy Management"
3803,Oscar OCR,OCR
3804,Otris Privacy,Privacy Impact Assessment (PIA)
3805,Otta,Job Search Sites
3806,Otter,Restaurant Delivery/Takeout
3807,Out Of The Blue,"E-Commerce Analytics, Data Visualization"
3808,OutScraper,Data Extraction
3809,OutThink - Adaptive Security Awareness \u0026 Human Risk Management Platform,Security Awareness Training
3810,Outbound,"Email Marketing, Sales Intelligence"
3811,Outlook Converter,File Converter
3812,Outlook Converter Tool,File Converter
3813,Outlook Email Recovery,Other Email
3814,Outlook PST Password Remover,Other Email
3815,Outlook PST Recovery,Other IT Security
3816,Outlook Password Recovery,File Recovery
3817,Outlook to Gmail Migration Tool,File Migration
3818,OutlookWare OST to PST Converter,File Converter
3819,Outperform RMS,Revenue Management
3820,OutreachWriter,AI Sales Assistant
3821,OverIT,Field Service Management
3822,Overdrive,Website Builder
3823,Ovitas Component Content Management,Component Content Management Systems
3824,Owler,"Sales Intelligence, Marketing Account Intelligence, Account Data Management"
3825,Own,"SaaS Backup, Salesforce AppExchange Apps"
3826,Oxylabs,"Proxy Network, Data Extraction"
3827,Oyster,"Global Employment Platforms (GEP), Contractor Payments, Contractor Management, Multi-Country Payroll, Employer of Record (EOR)"
3828,Oz Biometry,Biometric Authentication
3829,P3 Adaptive,"Business Intelligence (BI) Consulting, Microsoft Consulting Services, Data Governance Services"
3830,PAM,Accounting
3831,PATTSY WAVE,Intellectual Property Management
3832,PC*Miler,"Route Planning, Trucking"
3833,PCIPal,"Contact Center Workforce, Genesys AppFoundry Marketplace"
3834,PCM,"Oracle Cloud Application Resellers, Oracle Database Resellers, Other Oracle Resellers, Oracle Primavera Resellers"
3835,PDF File Converter Tool,File Converter
3836,PDF File Recovery,File Recovery
3837,PDF Tables,Spreadsheets
3838,PDF.co,PDF Editor
3839,PDI Campaign Center,Political Campaign
3840,PDQ Inventory,IT Asset Management
3841,PFL Direct Mail Platform,"Promotional Product Management, Direct Mail Automation, Salesforce AppExchange Apps, Account-Based Direct Mail"
3842,PG Vector,Vector Database
3843,PHEMI Health DataLab,"Sensitive Data Discovery, Data De-Identification, Data Privacy Management, Data-Centric Security, Database Security, Data Masking, Hybrid Cloud Storage Solutions, Big Data Integration Platforms, Big Data Processing and Distribution, Data Warehouse, Data Governance, Machine Learning Data Catalog"
3844,PHP CRM,CRM
3845,PK Masking,Data Masking
3846,PRGX,"Accounts Payable (AP) and Spend Analysis, Financial Audit"
3847,PRISM,Data Visualization
3848,PROScript 2000,Pharmacy Management Systems
3849,PRTG Network Monitor,"Server Monitoring, Hardware Monitoring, Database Monitoring, Cloud Infrastructure Monitoring, Application Performance Monitoring (APM), Network Monitoring, Enterprise Monitoring, Observability Solution Suites"
3850,PST Merge Tool,Other IT Security
3851,PST Merger Software to Combine Multiple Outlook Data File,File Migration
3852,PST Migration Tool,Other Email
3853,PTC Arbortext,"Product Data Management (PDM), Text Editor"
3854,PTC Windchill,"PLM, Product Data Management (PDM)"
3855,PVsyst,Solar Design
3856,Pabbly Email Marketing,Email Marketing
3857,PacerPro,Legal Case Management
3858,PacsCube,"Radiology Information Systems, Vendor-Neutral Archives (VNA)"
3859,Paddle Retain,"E-Commerce Tools, Proactive Customer Retention"
3860,Paillor,"Other Process Automation, Self-Service Password Reset (SSPR), Knowledge Base"
3861,Palantir Gotham,"Master Data Management (MDM), Data Science and Machine Learning Platforms, Predictive Analytics, Data Fabric, Big Data Integration Platforms, iPaaS"
3862,Palm,Skills Management
3863,Palo Alto Networks GlobalProtect,"Mobile Device Management (MDM), Mobile Data Security"
3864,Palo Alto Networks Panorama,"Zero Trust Networking, Network Security Policy Management (NSPM)"
3865,Palo Alto VM-Series,"Firewall Software, Intrusion Detection and Prevention Systems (IDPS)"
3866,PandaSuite,"No-Code Development Platforms, Drag and Drop App Builder, Content Creation, Prototyping, Presentation, Display Ad Design, Web Design, Course Authoring, Wireframing, Software Design Platforms"
3867,Panoply,"Data Warehouse, ETL Tools"
3868,Panorama Education,Academic Advising
3869,Panzura,"Hybrid Cloud Storage Solutions, Cloud File Storage"
3870,Paperflip,Contract Analytics
3871,Parabola,"Business Process Management, ETL Tools"
3872,Paragon Hard Disk Manager Business,Hard Drive Cloning
3873,ParallelDots ShelfWatch,"Image Recognition, Retail Execution"
3874,Parasoft SOAtest,"Software Testing, Automation Testing, API Management, API Design, Continuous Integration"
3875,Parasoft Virtualize,"Service Virtualization, Software Testing, Continuous Integration, Test Management"
3876,Parcel Perform,"SAP Store, Multicarrier Parcel Management Solutions, Package Tracking, Shipping, Logistics Intelligence, Returns Management"
3877,Parish Data System,Church Management
3878,Park Square,Management Consulting
3879,Parkable,Parking Management
3880,Parse,Mobile Backend-as-a-Service (mBaaS)
3881,ParseHub,"Data Extraction, Website Change Monitoring"
3882,Parsio.io,"Other Email, OCR"
3883,Part3,Construction Project Management
3884,Parted Magic,Data Destruction
3885,PartnerLinQ,"Data Exchange Platforms, Omnichannel Commerce, Global Trade Management, Supply Chain Business Networks, E-Commerce Data Integration, Tools for ERP, Order Management, Electronic Data Interchange (EDI), Partner Management"
3886,Partners4Results,School Management
3887,PartsBase,Aviation MRO
3888,Pascal,Anti Money Laundering
3889,Passly,"Multi-Factor Authentication (MFA), Single Sign-On (SSO), Identity and Access Management (IAM)"
3890,PatSeer,"Patent Research, Intellectual Property Management"
3891,Path by Simplex,Financial Analytics
3892,Pathlight,"Contact Center Quality Assurance, Speech Analytics, Conversation Intelligence, Sales Analytics, Sales Performance Management, Data Visualization, Contact Center Workforce"
3893,Pathlock,"SAP Store, Risk-Based Vulnerability Management, Data Masking, IT Risk Management, Audit Management, Privileged Access Management (PAM), User Provisioning and Governance Tools"
3894,Patient Chart Manager EHR,Optometry
3895,PaveAI,Marketing Analytics
3896,Pawlicy Advisor,Other Veterinary
3897,PayEm,"Spend Management, SaaS Spend Management, AP Automation, Expense Management, Accounts Payable (AP) and Spend Analysis, Procure to Pay"
3898,PayPal Invoicing,Billing
3899,PaySketch,Payment Analytics
3900,PayTraQer,Other Finance \\u0026 Admin.
3901,PayTrace,"Payment Gateways, Payment Processing"
3902,PayWhirl,Subscription Billing
3903,Payfactors,"Pay Equity, Compensation Management, Job Description Management"
3904,Paygeon,Invoice Management
3905,Payitoff,Financial Data APIs
3906,Payline,"Payment Processing, Enterprise Payment"
3907,Payroll Point,Payroll
3908,Peach,Loan Servicing
3909,PeachWorks,Restaurant Management
3910,Peak Support,"Contact Center Outsourcing Services, Data Entry Services, Managed Live Chat, Managed Services, Outsourced Sales Providers"
3911,Peekator,Survey
3912,Peeklogic Salesforce Duplicate Management,Data Quality
3913,Peel Analytics,"Retail Intelligence, Retail Analytics, E-Commerce Analytics"
3914,PeerSpot (formerly IT Central Station),"Buyer Intent Data Providers, Technology Review Platforms"
3915,Pegasus Systems,"Project Management, Budgeting and Forecasting, Time Tracking"
3916,Peliqan,ETL Tools
3917,Peloton Group,"Host Analytics Channel Partners, Oracle Database Resellers, Oracle Hyperion Resellers, Oracle Cloud Application Resellers, Enterprise Performance Management (EPM) Consultants, Anaplan Partners, NetSuite Consulting Services"
3918,Peltarion Platform,Data Science and Machine Learning Platforms
3919,Penny AI,"Multi-level Marketing (MLM), AI Sales Assistant"
3920,Pentaho Business Analytics,"Embedded Business Intelligence, Analytics Platforms"
3921,Pentaho Data Integration,"Cloud Migration, Big Data Integration Platforms, ETL Tools, On-Premise Data Integration, Data Mapping, Big Data Processing and Distribution"
3922,People Data Labs,"API Management, Market Intelligence, Lead Intelligence, Data as a Service (DaaS)"
3923,People Element,"Employee Engagement, Survey, 360 Feedback Tools, Exit Interview Management"
3924,People for AI,Data Labeling Services
3925,People.ai,"Revenue Operations \\u0026 Intelligence (RO\\u0026I), Customer Revenue Optimization, Org Chart, AI Sales Assistant, Account Data Management, Sales Coaching, Sales Analytics, Sales Performance Management"
3926,PeopleGlass,Sales Performance Management
3927,PeopleInsight,HR Analytics
3928,Peoplelogic,HR Analytics
3929,Peoples Choice Sheet Tools for G Suite,Google Workspace Creative Tools
3930,Pepperdata Capacity Optimizer,"Auto Scaling, AWS Marketplace, Cloud Migration Assessment Tools, Cloud Management Platforms, Cloud Cost Management"
3931,PerceptiLabs,Data Science and Machine Learning Platforms
3932,Percona Backup for MongoDB,Database Backup
3933,Percona Kubernetes Operator for Percona XtraDB Cluster,Database Management Systems (DBMS)
3934,Percona Monitoring and Management (PMM),Database Monitoring
3935,Percona Server,Relational Databases
3936,Percona Server for MongoDB,Document Databases
3937,Percona XtraDB Cluster (PXC),Database Management Systems (DBMS)
3938,Peregrine Connect,"On-Premise Data Integration, Data Mapping, iPaaS, Enterprise Service Bus (ESB)"
3939,PerfectQuote,Insurance Analytics
3940,PerkinElmer E-Notebook,Electronic Lab Notebook (ELN)
3941,PerkinElmer Sample Tracker,Other Laboratory
3942,Permutive,Data Management Platform (DMP)
3943,Perry,Other Health Care Operations
3944,Persona by Delve AI,"Social Media Analytics, Market Intelligence, Brand Intelligence, Content Analytics, Audience Intelligence Platforms, Marketing Analytics, Digital Analytics"
3945,Perspectium DataSync,ServiceNow Store Apps
3946,Petex OpenServer,Other Oil and Gas
3947,Petra,Property Management
3948,Petrofly,"Oil and Gas Project Management, Oil and Gas Back Office, Oil and Gas Asset Management, Exploration, Oil and Gas Engineering, Oil Production"
3949,PhantomBuster,Data Extraction
3950,PhonEX ONE,Other Customer Service
3951,Phone Validator,Other Sales
3952,Pi Datametrics,SEO Tools
3953,Pi Research,Technology Research Services
3954,Picsellia,MLOps Platforms
3955,Pidgi.io,Sales Intelligence
3956,PieEye,"Data Privacy Management, Cookie Tracking, Data Subject Access Request (DSAR), Privacy Impact Assessment (PIA), Data Breach Notification, Sensitive Data Discovery, Data De-Identification"
3957,Piggy,"Loyalty Management, Employee Recognition"
3958,Pigment,"Sales Planning, Budgeting and Forecasting, Sales \\u0026 Ops Planning, Corporate Performance Management (CPM), Data Visualization, Financial Analysis"
